-10.216,-10.25,-10.325,-10.432,-10.562,-10.707,-10.861,-11.018,-11.174,-11.327,-11.476,-11.618,-11.753,-11.88,-11.998,-12.107,-12.206,-12.296,-12.375,-12.444,-12.503,-12.551,-12.589,-12.616,-12.632,-12.637,-12.637,-12.635,-12.63,-12.621,-12.608,-12.592,-12.572,-12.549,-12.522,-12.492,-12.458,-12.42,-12.379,-12.335,-12.287,-12.235,-12.18,-12.121,-12.059,-11.993,-11.924,-11.852,-11.776,-11.696,-11.613,-11.527,-11.437,-11.345,-11.248,-11.149,-11.046,-10.94,-10.831,-10.718,-10.602,-10.484,-10.362,-10.237,-10.109,-9.9778,-9.8439,-9.7071,-9.5674,-9.4249,-9.2796,-9.1317,-8.981,-8.8278,-8.672,-8.5138,-8.3532,-8.2879,-8.2943,-8.3034,-8.316,-8.3329,-8.3549,-8.383,-8.4181,-8.4614,-8.5138,-8.5766,-8.6503,-8.7356,-8.7826,-8.7826,-8.8851,-8.9985,-9.122,-9.2543,-9.3941,-9.5398,-9.69,-9.8433,-9.9985,-10.154,-10.309,-10.463,-10.615,-10.764,-10.909,-11.051,-11.187,-11.319,-11.446,-11.567,-11.683,-11.792,-11.896,-11.993,-12.084,-12.168,-12.245,-12.316,-12.379,-12.436,-12.486,-12.529,-12.565,-12.593,-12.615,-12.629,-12.636,-12.637
-7.3001,-7.2565,-7.1507,-6.9911,-6.7868,-6.5463,-6.2765,-5.9824,-5.6679,-5.3359,-4.9888,-4.6283,-4.2562,-3.874,-3.4832,-3.0856,-2.6832,-2.2785,-1.8749,-1.4771,-1.0917,-0.72875,-0.40317,-0.13671,0.017418,0.026051,0.026051,0.01504,-0.018357,-0.074561,-0.15279,-0.25085,-0.36591,-0.4952,-0.63627,-0.78703,-0.94573,-1.111,-1.2815,-1.4565,-1.635,-1.8165,-2.0005,-2.1864,-2.374,-2.5629,-2.7528,-2.9436,-3.135,-3.3269,-3.5191,-3.7115,-3.9039,-4.0962,-4.2884,-4.4802,-4.6716,-4.8625,-5.0528,-5.2423,-5.431,-5.6187,-5.8054,-5.991,-6.1753,-6.3583,-6.5398,-6.7199,-6.8983,-7.075,-7.25,-7.423,-7.5941,-7.7631,-7.93,-8.0948,-8.2572,-8.1854,-8.1847,-8.1762,-8.1597,-8.135,-8.102,-8.0608,-8.0114,-7.9538,-7.8882,-7.8146,-7.7329,-7.6432,-7.5953,-7.5953,-7.4937,-7.3841,-7.2666,-7.1411,-7.0078,-6.8666,-6.7176,-6.5608,-6.3962,-6.2239,-6.044,-5.8564,-5.6612,-5.4586,-5.2485,-5.0312,-4.8066,-4.5749,-4.3363,-4.091,-3.8391,-3.5811,-3.3171,-3.0478,-2.7735,-2.4951,-2.2134,-1.9297,-1.6457,-1.3637,-1.0868,-0.81957,-0.56856,-0.34315,-0.15728,-0.03223,0.020322,0.026051
-1.2031,-1.2016,-1.1936,-1.1791,-1.1584,-1.1313,-1.098,-1.0586,-1.0131,-0.9619,-0.90511,-0.84306,-0.77615,-0.70491,-0.62997,-0.55216,-0.4725,-0.39228,-0.31306,-0.23671,-0.16547,-0.10181,-0.048424,-0.0079254,0.017418,0.026051,0.026051,0.018806,-0.0026651,-0.037605,-0.084866,-0.14305,-0.21063,-0.28609,-0.36798,-0.45499,-0.54595,-0.63981,-0.73571,-0.83289,-0.93069,-1.0286,-1.1261,-1.2228,-1.3184,-1.4125,-1.505,-1.5956,-1.6841,-1.7704,-1.8542,-1.9356,-2.0143,-2.0903,-2.1636,-2.2339,-2.3012,-2.3656,-2.4269,-2.485,-2.54,-2.5918,-2.6404,-2.6857,-2.7277,-2.7663,-2.8017,-2.8336,-2.8622,-2.8874,-2.9092,-2.9275,-2.9425,-2.954,-2.962,-2.9666,-2.9677,-2.9504,-2.9489,-3.0193,-3.1413,-3.2876,-3.4481,-3.6143,-3.779,-3.9365,-4.0825,-4.2133,-4.3261,-4.419,-4.4576,-4.4576,-4.5186,-4.5579,-4.5758,-4.5731,-4.5508,-4.51,-4.452,-4.3781,-4.2896,-4.1874,-4.0728,-3.9466,-3.8098,-3.6632,-3.5075,-3.3436,-3.1721,-2.9937,-2.8092,-2.6195,-2.4252,-2.2273,-2.0269,-1.825,-1.6229,-1.4222,-1.2244,-1.0316,-0.84587,-0.66972,-0.50584,-0.35708,-0.22625,-0.11574,-0.026234,0.022735,0.025685,0.026051
-1.2031,-1.2016,-1.1936,-1.1791,-1.1584,-1.1313,-1.098,-1.0586,-1.0131,-0.9619,-0.90511,-0.84306,-0.77615,-0.70491,-0.62997,-0.55216,-0.4725,-0.39228,-0.31306,-0.23671,-0.16547,-0.10181,-0.048424,-0.0079254,0.042302,0.10606,0.10606,0.096968,0.070847,0.030384,-0.021841,-0.084033,-0.15482,-0.23292,-0.31705,-0.406,-0.49866,-0.59407,-0.69136,-0.7898,-0.88876,-0.9877,-1.0862,-1.1838,-1.2802,-1.3751,-1.4683,-1.5596,-1.6487,-1.7356,-1.82,-1.9019,-1.9811,-2.0576,-2.1312,-2.202,-2.2697,-2.3344,-2.3961,-2.4545,-2.5099,-2.562,-2.6108,-2.6564,-2.6986,-2.7375,-2.7731,-2.8053,-2.8341,-2.8595,-2.8815,-2.9,-2.9151,-2.9268,-2.935,-2.9398,-2.941,-2.889,-2.9322,-2.9413,-2.9276,-2.9079,-2.8822,-2.8505,-2.813,-2.7698,-2.7209,-2.6664,-2.6066,-2.5416,-2.5072,-2.5072,-2.4348,-2.3576,-2.276,-2.1901,-2.1005,-2.0072,-1.9109,-1.8118,-1.7104,-1.6073,-1.5029,-1.3978,-1.2928,-1.1884,-1.0853,-0.98415,-0.88575,-0.79074,-0.69976,-0.61341,-0.53221,-0.45657,-0.38683,-0.32316,-0.26565,-0.21426,-0.16884,-0.12915,-0.094894,-0.06571,-0.04123,-0.02108,-0.0049032,0.0076203,0.016762,0.046721,0.098474,0.10606
1.9281,1.9288,1.9373,1.9534,1.9773,2.0088,2.048,2.0948,2.1492,2.2111,2.2802,2.3565,2.4396,2.529,2.6243,2.7247,2.8289,2.9356,3.0427,3.1472,3.2452,3.3313,3.3977,3.4356,3.4427,3.4389,3.4389,3.4329,3.4115,3.3765,3.3292,3.2707,3.2027,3.1267,3.0441,2.9564,2.8647,2.7703,2.6739,2.5766,2.4789,2.3815,2.285,2.1897,2.0961,2.0044,1.915,1.8282,1.7441,1.663,1.585,1.5102,1.4389,1.3711,1.3069,1.2464,1.1898,1.1371,1.0883,1.0436,1.0031,0.96674,0.93464,0.90686,0.88346,0.86449,0.85,0.84006,0.8347,0.83399,0.83797,0.8467,0.8602,0.87853,0.90169,0.92955,0.95997,1.0128,1.0146,1.0234,1.0392,1.062,1.0918,1.1285,1.1721,1.2225,1.2797,1.3435,1.4138,1.4905,1.5312,1.5312,1.6173,1.7093,1.807,1.9102,2.0185,2.1316,2.2491,2.3703,2.4947,2.6215,2.7498,2.8786,3.0064,3.1318,3.253,3.3678,3.4741,3.5694,3.6516,3.7188,3.77,3.8052,3.825,3.8314,3.8263,3.8115,3.7555,3.6882,3.6295,3.5797,3.5386,3.5059,3.4809,3.4628,3.4506,3.4433,3.4397,3.4389
4.0015,4.0049,4.0173,4.0385,4.0678,4.104,4.1459,4.1915,4.2384,4.2833,4.3222,4.3506,4.3631,4.3549,4.3223,4.2644,4.1833,4.0841,3.9735,3.8589,3.7476,3.6462,3.5604,3.4953,3.4546,3.4407,3.4407,3.4497,3.4799,3.529,3.5955,3.6782,3.7758,3.8867,4.0094,4.1425,4.2849,4.4355,4.5933,4.7575,4.9276,5.0599,4.9637,4.8344,4.6858,4.5256,4.3587,4.1885,4.0174,3.8471,3.6786,3.5129,3.3507,3.1924,3.0385,2.8892,2.7448,2.6054,2.4712,2.3424,2.2189,2.1009,1.9883,1.8813,1.7797,1.6837,1.5931,1.508,1.4284,1.3542,1.2854,1.2219,1.1637,1.1109,1.0633,1.0211,0.98645,1.0687,1.1269,1.2549,1.444,1.6841,1.9658,2.2811,2.6237,2.9887,3.3721,3.7705,4.1805,4.5985,4.8091,4.8091,5.2296,5.6404,6.0238,6.3463,6.5572,6.6226,6.5677,6.4428,6.2835,6.1087,5.928,5.7465,5.5674,5.3923,5.2225,5.0587,4.9015,4.7514,4.6086,4.4734,4.346,4.2267,4.1155,4.0129,3.9188,3.8343,3.7933,3.768,3.7297,3.6658,3.6098,3.5618,3.5218,3.4898,3.4658,3.4497,3.4417,3.4407
4.0015,4.0049,4.0173,4.0385,4.0678,4.104,4.1459,4.1915,4.2384,4.2833,4.3222,4.3506,4.3631,4.3549,4.3223,4.2644,4.1833,4.0841,3.9735,3.8589,3.7476,3.6462,3.5604,3.4953,3.4546,3.4407,3.4407,3.4507,3.4804,3.5293,3.5968,3.6807,3.7796,3.8919,4.0159,4.1504,4.2941,4.4459,4.6049,4.7701,4.9404,5.1027,5.2825,5.4665,5.6543,5.8455,6.0398,6.237,6.4368,6.639,6.8433,7.0497,7.258,7.468,7.6796,7.8926,8.107,8.3227,8.5396,8.7576,8.9767,9.1966,9.4175,9.6391,9.8614,10.084,10.307,10.53,10.753,10.975,11.194,11.411,11.62,11.819,11.996,12.135,12.206,12.348,12.13,11.869,11.591,11.307,11.023,10.74,10.462,10.187,9.9185,9.6557,9.3996,9.1504,9.0146,9.0146,8.7252,8.443,8.1681,7.9005,7.6405,7.388,7.1431,6.9058,6.6762,6.4542,6.24,6.0336,5.835,5.6442,5.4612,5.286,5.1188,4.9594,4.8079,4.6643,4.5287,4.401,4.2812,4.1694,4.0655,3.9696,3.8817,3.8017,3.74,3.7103,3.6793,3.6469,3.6117,3.5717,3.5252,3.4773,3.4449,3.4407
8.0043,8.0125,8.0364,8.0758,8.1307,8.2006,8.2854,8.3844,8.4969,8.4806,8.2011,7.9566,7.7524,7.5933,7.3843,6.9836,6.5851,6.1893,5.7975,5.413,5.0421,4.6954,4.3908,4.1538,4.0103,3.9649,3.9649,3.9779,4.0165,4.0788,4.1625,4.2643,4.3806,4.5074,4.6402,4.7735,4.9003,5.0112,5.0939,5.1353,5.1266,5.1237,5.3001,5.4847,5.6733,5.8653,6.0605,6.2585,6.4591,6.6621,6.8673,7.0744,7.2834,7.4941,7.7064,7.9201,8.1352,8.3515,8.569,8.7877,9.0073,9.2279,9.4493,9.6715,9.8944,10.118,10.341,10.565,10.788,11.011,11.231,11.448,11.658,11.858,12.036,12.175,12.245,12.419,12.29,12.084,11.83,11.548,11.252,10.949,10.645,10.343,10.046,9.7553,9.4626,9.1627,9.0293,9.0293,8.7917,8.5625,8.3419,8.1304,7.9284,7.7363,7.5546,7.3837,7.2242,7.0764,6.9411,6.8186,6.7097,6.6148,6.5346,6.4696,6.4204,6.3875,6.3712,6.3719,6.3898,6.3971,6.4006,6.4,6.3799,6.3198,6.1987,6.0073,5.7558,5.4667,5.1626,4.8625,4.5829,4.3406,4.1524,4.0298,3.9719,3.9649
11.603,11.388,11.036,10.645,10.249,9.8592,9.4835,9.126,8.7904,8.4806,8.2011,7.9566,7.7524,7.5933,7.4826,7.4208,7.4053,7.4301,7.4871,7.5673,7.6609,7.7579,7.839,7.6754,7.5743,7.54,7.54,7.5515,7.5855,7.6414,7.7181,7.677,7.5556,7.4233,7.2853,7.1476,7.018,6.9068,6.8267,6.7918,6.8116,6.8863,7.0068,7.1618,7.3412,7.5379,7.747,7.9652,8.1902,8.4203,8.6542,8.8911,9.1301,9.3706,9.5669,9.6817,9.8005,9.9233,10.05,10.181,10.316,10.455,10.598,10.745,10.895,11.05,11.209,11.372,11.539,11.71,11.885,12.064,12.247,12.434,12.625,12.821,13.02,13.084,12.799,12.451,12.099,11.75,11.405,11.065,10.732,10.405,10.084,9.7698,9.4741,9.205,9.0761,9.0761,8.8334,8.6188,8.4497,8.3591,8.3972,8.4003,8.1758,7.961,7.7564,7.5625,7.3802,7.21,7.053,6.9102,6.7827,6.672,6.5792,6.5056,6.4518,6.4173,6.4004,6.4248,6.4767,6.545,6.6292,6.7281,6.8403,6.9641,7.0971,7.2366,7.379,7.5198,7.6535,7.7738,7.6807,7.5913,7.5458,7.54
11.603,11.388,11.036,10.645,10.249,9.8592,9.4835,9.126,8.7904,8.6214,8.7522,8.5993,8.1934,7.7875,7.4826,7.4208,7.4053,7.4301,7.4871,7.5673,7.6609,7.7579,7.8483,7.9222,7.9708,7.9877,7.9877,7.9743,7.9345,7.87,7.7831,7.8143,7.9283,8.0586,8.1167,8.1509,8.1892,8.2315,8.2779,8.3282,8.3826,8.441,8.5035,8.57,8.6405,8.715,8.7936,8.8761,8.9627,9.0534,9.148,9.2467,9.3494,9.4562,9.6121,9.854,10.096,10.338,10.579,10.82,11.06,11.298,11.536,11.772,12.007,12.241,12.474,12.706,12.937,13.167,13.396,13.625,13.852,13.715,13.517,13.33,13.147,13.445,13.33,13.097,12.813,12.508,12.195,11.88,11.567,11.257,10.952,10.653,10.359,10.073,9.9324,9.9324,9.6568,9.3889,9.1291,8.8775,8.6347,8.598,8.9348,9.3572,9.8286,10.329,10.844,11.364,11.869,12.301,12.234,12.062,11.878,11.638,11.27,10.818,10.349,9.8865,9.4432,9.0293,8.6582,8.3475,8.1151,7.9679,7.894,7.8705,7.8764,7.8965,7.9214,7.8111,7.8735,7.9452,7.9829,7.9877
